emp_id,name,email,age,department,designation,salary,working_hours,leaves,appraisal,appraisal_amount,performance_score,status
62,Wjfqbpj,wjfqbpj62@clientcompany.com,22,Support,Lead,51417,191,1,Yes,10731,7,Bench
63,Fjwjsld,fjwjsld63@clientcompany.com,45,Sales,Senior,79449,161,1,No,0,7,Active
64,Osvjguo,osvjguo64@clientcompany.com,34,Tech,Senior,63795,112,3,No,0,8,Active
65,Pxycxei,pxycxei65@clientcompany.com,40,HR,Mid,31959,162,3,Yes,8675,7,Active
66,Xlyyqoh,xlyyqoh66@clientcompany.com,46,Finance,Senior,148132,134,2,Yes,4187,10,Active
67,Addgnmw,addgnmw67@clientcompany.com,24,Sales,Lead,147818,132,6,Yes,13421,4,Active
68,Axtpuxl,axtpuxl68@clientcompany.com,43,Sales,Junior,88220,152,2,No,0,2,Active
69,Rmdcczy,rmdcczy69@clientcompany.com,47,Tech,Senior,86918,134,0,No,0,6,Bench
70,Frzrzms,frzrzms70@clientcompany.com,23,Sales,Senior,93976,165,6,Yes,14191,3,Bench
71,Pjkvzcw,pjkvzcw71@clientcompany.com,28,Finance,Senior,33082,184,4,Yes,19265,5,Bench
72,Gtgnhqw,gtgnhqw72@clientcompany.com,35,Sales,Lead,115802,124,2,Yes,11161,9,Bench
73,Ylsvrtl,ylsvrtl73@clientcompany.com,32,Finance,Mid,150730,125,1,No,0,1,Bench
74,Usrmmoa,usrmmoa74@clientcompany.com,47,Support,Lead,60579,169,1,No,0,2,Active
75,Ttllyeb,ttllyeb75@clientcompany.com,38,HR,Lead,156769,113,7,Yes,4192,5,Bench
76,Qqsoyxu,qqsoyxu76@clientcompany.com,33,HR,Mid,159699,176,0,Yes,5572,6,Active
77,Avcyqwi,avcyqwi77@clientcompany.com,48,Sales,Senior,32032,142,2,Yes,12940,4,Bench
78,Yjpvoqe,yjpvoqe78@clientcompany.com,35,HR,Junior,64088,131,3,Yes,15546,9,Active
79,Jrrlwbr,jrrlwbr79@clientcompany.com,32,HR,Senior,123062,136,2,Yes,8223,8,Bench
80,Lwsxteb,lwsxteb80@clientcompany.com,46,Tech,Junior,129077,172,0,No,0,7,Active
81,Lucrose,lucrose81@clientcompany.com,29,HR,Mid,100949,177,1,Yes,19514,4,Bench
82,Psgkjbz,psgkjbz82@clientcompany.com,41,Tech,Lead,91953,161,1,No,0,1,Active
83,Cycpytm,cycpytm83@clientcompany.com,34,Finance,Junior,106019,160,0,No,0,7,Active
84,Bemnnkf,bemnnkf84@clientcompany.com,26,Support,Senior,39242,111,2,Yes,7679,2,Active
85,Uzbbswp,uzbbswp85@clientcompany.com,21,Support,Junior,141458,195,6,Yes,2490,8,Bench
86,Nebckny,nebckny86@clientcompany.com,32,Finance,Junior,92503,130,1,Yes,3742,9,Bench
87,Zxhujqa,zxhujqa87@clientcompany.com,21,Support,Senior,112038,127,6,Yes,12931,5,Active
88,Slynuwq,slynuwq88@clientcompany.com,43,Sales,Junior,134080,159,7,Yes,11034,2,Bench
89,Jvvrmuj,jvvrmuj89@clientcompany.com,45,Sales,Mid,42478,160,1,No,0,8,Active
90,Eqdymga,eqdymga90@clientcompany.com,41,Finance,Lead,75077,183,6,No,0,6,Bench
91,Fibdoxm,fibdoxm91@clientcompany.com,23,Finance,Junior,121365,152,6,Yes,16930,7,Bench
92,Kaivcdx,kaivcdx92@clientcompany.com,43,HR,Junior,85474,158,3,No,0,3,Bench
93,Kspeawy,kspeawy93@clientcompany.com,26,Support,Senior,50210,121,1,No,0,2,Bench
94,Ponwbws,ponwbws94@clientcompany.com,32,Tech,Senior,87159,113,4,Yes,14387,8,Bench
95,Fmwkesy,fmwkesy95@clientcompany.com,40,Support,Senior,49264,112,3,No,0,6,Bench
96,Zexrjqn,zexrjqn96@clientcompany.com,24,Sales,Mid,94529,148,3,No,0,7,Active
97,Mnuhzmf,mnuhzmf97@clientcompany.com,29,Support,Junior,93584,171,2,Yes,14678,10,Active
98,Xvifipd,xvifipd98@clientcompany.com,21,Finance,Junior,34291,130,3,No,0,5,Active
99,Agoxfrz,agoxfrz99@clientcompany.com,41,Sales,Junior,71246,175,6,Yes,10657,4,Active
100,Vabdjtd,vabdjtd100@clientcompany.com,41,Sales,Senior,56806,134,3,No,0,8,Bench
101,Bqucepb,bqucepb101@clientcompany.com,47,Tech,Junior,53179,113,6,Yes,18235,6,Active
102,Luffsmh,luffsmh102@clientcompany.com,45,Finance,Lead,110391,172,5,Yes,19583,6,Active
103,Fglxnkd,fglxnkd103@clientcompany.com,22,Tech,Lead,38798,158,6,Yes,11858,8,Bench
104,Ibcgaaa,ibcgaaa104@clientcompany.com,23,Support,Junior,101184,168,7,Yes,5212,4,Active
105,Cushbds,cushbds105@clientcompany.com,41,Tech,Mid,33806,199,5,No,0,10,Bench
106,Yxeawmw,yxeawmw106@clientcompany.com,47,Support,Lead,96861,183,5,Yes,4217,3,Bench
107,Vqjifbu,vqjifbu107@clientcompany.com,45,Sales,Senior,60478,157,4,Yes,4800,7,Active
108,Xgtfahe,xgtfahe108@clientcompany.com,46,Finance,Lead,64782,187,5,No,0,3,Bench
109,Aoefsrd,aoefsrd109@clientcompany.com,32,Sales,Junior,55370,114,6,No,0,10,Bench
110,Ejifdan,ejifdan110@clientcompany.com,46,Support,Mid,149103,188,4,Yes,4907,5,Active
111,Xkoaqtu,xkoaqtu111@clientcompany.com,35,Finance,Senior,91160,148,5,No,0,8,Active
112,Fhxvfsf,fhxvfsf112@clientcompany.com,35,Tech,Senior,110085,133,7,No,0,3,Active
113,Cvvkfoe,cvvkfoe113@clientcompany.com,39,Support,Mid,41769,180,0,Yes,13672,3,Bench
114,Banrhes,banrhes114@clientcompany.com,25,Support,Lead,77397,156,5,Yes,14901,4,Bench
115,Jvsyigb,jvsyigb115@clientcompany.com,42,Finance,Junior,110407,154,2,Yes,3587,2,Active
116,Bxpcuuz,bxpcuuz116@clientcompany.com,28,Support,Lead,105943,184,5,No,0,7,Bench
117,Tobmpua,tobmpua117@clientcompany.com,29,Finance,Senior,85964,189,1,Yes,2759,10,Active
118,Jmilfbu,jmilfbu118@clientcompany.com,37,HR,Mid,65143,146,1,Yes,6771,9,Active
119,Dxnckpz,dxnckpz119@clientcompany.com,44,Finance,Lead,89743,173,7,No,0,3,Bench
120,Ldpgojb,ldpgojb120@clientcompany.com,36,Sales,Senior,35321,121,5,Yes,7799,6,Bench
121,Wivblah,wivblah121@clientcompany.com,33,Tech,Senior,149888,115,2,Yes,9406,8,Active
122,Kltrayw,kltrayw122@clientcompany.com,36,HR,Mid,147640,110,6,Yes,12903,9,Bench
123,Gyfprzo,gyfprzo123@clientcompany.com,22,Tech,Lead,103175,140,1,Yes,13064,10,Active
124,Kjedbrm,kjedbrm124@clientcompany.com,24,Finance,Junior,121759,143,2,Yes,10097,1,Active
125,Ymxfryy,ymxfryy125@clientcompany.com,44,Tech,Lead,98650,138,5,No,0,3,Active
126,Ufxqsim,ufxqsim126@clientcompany.com,41,Sales,Junior,127123,140,4,Yes,18390,10,Bench
127,Kfsmfmq,kfsmfmq127@clientcompany.com,46,Tech,Junior,106624,162,2,Yes,18732,4,Bench
128,Jdvjgri,jdvjgri128@clientcompany.com,27,Finance,Senior,72463,137,3,No,0,10,Active
129,Qgvrhbc,qgvrhbc129@clientcompany.com,31,Finance,Junior,71702,185,7,No,0,7,Bench
130,Cgsdvxj,cgsdvxj130@clientcompany.com,44,Tech,Junior,70420,152,4,No,0,2,Active
131,Gwlcdlz,gwlcdlz131@clientcompany.com,34,Finance,Junior,120152,193,0,Yes,13340,4,Bench
132,Vpvmose,vpvmose132@clientcompany.com,23,Finance,Senior,52756,187,1,No,0,9,Bench
133,Wzustxc,wzustxc133@clientcompany.com,46,HR,Senior,139127,178,4,No,0,7,Bench
134,Jhsddvu,jhsddvu134@clientcompany.com,28,Finance,Senior,55035,167,2,Yes,8145,4,Active
135,Ovdpsyx,ovdpsyx135@clientcompany.com,42,Finance,Mid,82808,118,6,No,0,2,Active
136,Ikofkdq,ikofkdq136@clientcompany.com,33,HR,Lead,39858,118,0,Yes,17846,4,Active
137,Cyywvoc,cyywvoc137@clientcompany.com,40,Sales,Junior,145541,164,5,Yes,6921,10,Active
138,Odmimph,odmimph138@clientcompany.com,29,Support,Junior,77556,145,3,Yes,6891,5,Bench
139,Gkibhye,gkibhye139@clientcompany.com,25,Sales,Lead,87844,128,6,Yes,2954,4,Bench
140,Bpqoalp,bpqoalp140@clientcompany.com,47,Support,Junior,142600,163,7,No,0,7,Bench
141,Dnsuxkl,dnsuxkl141@clientcompany.com,47,Sales,Senior,120115,170,5,Yes,3853,8,Active
142,Jwofdmd,jwofdmd142@clientcompany.com,30,Finance,Mid,98552,127,4,Yes,4740,5,Bench
143,Mtndiwz,mtndiwz143@clientcompany.com,42,Tech,Senior,130034,136,7,Yes,6689,1,Active
144,Bvhicix,bvhicix144@clientcompany.com,34,Sales,Junior,154302,113,7,No,0,1,Bench
145,Gigmwik,gigmwik145@clientcompany.com,35,HR,Senior,94549,179,4,No,0,8,Bench
146,Pupzyzp,pupzyzp146@clientcompany.com,48,HR,Mid,113072,120,4,No,0,9,Bench
147,Rkharrq,rkharrq147@clientcompany.com,38,Tech,Lead,94625,184,0,No,0,2,Bench
148,Relappz,relappz148@clientcompany.com,30,Tech,Lead,54124,159,7,Yes,11496,10,Active
149,Hosfzsx,hosfzsx149@clientcompany.com,28,Sales,Lead,80484,167,5,Yes,13682,4,Bench
150,Xjdasmx,xjdasmx150@clientcompany.com,22,Tech,Lead,72058,136,7,Yes,5800,7,Active
151,Lmfgkcb,lmfgkcb151@clientcompany.com,32,HR,Lead,97472,199,2,No,0,9,Active
152,Qdefaxi,qdefaxi152@clientcompany.com,29,HR,Junior,48306,140,1,Yes,4761,9,Bench
153,Xsxekyc,xsxekyc153@clientcompany.com,45,Sales,Mid,114880,192,7,Yes,16005,5,Active
154,Mbhpuyi,mbhpuyi154@clientcompany.com,40,HR,Lead,106383,198,5,Yes,9161,5,Bench
155,Raqcfbm,raqcfbm155@clientcompany.com,44,Tech,Lead,92149,176,7,Yes,4267,7,Bench
156,Gdesjkp,gdesjkp156@clientcompany.com,25,Finance,Junior,149050,139,1,No,0,1,Active
157,Uyelxup,uyelxup157@clientcompany.com,48,Tech,Lead,102246,144,0,Yes,10374,6,Active
158,Lfprisj,lfprisj158@clientcompany.com,21,Finance,Senior,106239,136,5,No,0,8,Active
159,Cemwaiy,cemwaiy159@clientcompany.com,45,Tech,Junior,157061,158,0,Yes,12786,8,Bench
160,Dxxzonu,dxxzonu160@clientcompany.com,35,Sales,Lead,144192,123,1,Yes,5155,10,Active
161,Upthaae,upthaae161@clientcompany.com,31,Sales,Junior,154244,160,6,Yes,9057,9,Bench
162,Clasdwn,clasdwn162@clientcompany.com,24,Sales,Mid,49538,189,7,No,0,6,Active
163,Auseklb,auseklb163@clientcompany.com,39,Sales,Senior,31176,143,6,No,0,3,Bench
164,Xyuxwkc,xyuxwkc164@clientcompany.com,41,Tech,Mid,147536,172,5,Yes,16349,6,Bench
165,Btlxihf,btlxihf165@clientcompany.com,39,Tech,Mid,69804,199,7,Yes,17174,3,Bench
166,Mxafwkx,mxafwkx166@clientcompany.com,33,Finance,Senior,130714,195,0,No,0,8,Bench
167,Xghwasm,xghwasm167@clientcompany.com,45,Sales,Mid,46155,122,0,Yes,16423,8,Active
168,Ubdmose,ubdmose168@clientcompany.com,48,Support,Lead,103330,175,5,Yes,16925,9,Bench
169,Maeyzln,maeyzln169@clientcompany.com,35,Finance,Mid,48110,179,5,Yes,14126,3,Bench
170,Ojuxlzf,ojuxlzf170@clientcompany.com,29,Finance,Mid,38246,196,6,Yes,6314,1,Active
171,Omsgitk,omsgitk171@clientcompany.com,31,Support,Mid,37318,129,4,Yes,18518,3,Active
172,Dubytcl,dubytcl172@clientcompany.com,42,Support,Senior,61483,150,1,No,0,5,Bench
173,Wcwrcgl,wcwrcgl173@clientcompany.com,30,HR,Senior,102584,146,6,No,0,10,Bench
174,Snkhcla,snkhcla174@clientcompany.com,32,Sales,Lead,112479,189,7,No,0,6,Active
175,Dbincha,dbincha175@clientcompany.com,21,Tech,Mid,138617,115,5,No,0,7,Active
176,Ahirzzi,ahirzzi176@clientcompany.com,46,Finance,Mid,159254,199,6,No,0,7,Bench
177,Loyjzfj,loyjzfj177@clientcompany.com,39,Finance,Lead,156031,186,2,Yes,16127,3,Active
178,Puxicez,puxicez178@clientcompany.com,30,Support,Lead,33631,127,4,No,0,5,Active
179,Qtpzbup,qtpzbup179@clientcompany.com,35,Finance,Senior,67613,135,1,No,0,6,Active
180,Ekrdbsz,ekrdbsz180@clientcompany.com,42,Sales,Mid,156317,159,4,Yes,15988,2,Active
181,Dvpkpck,dvpkpck181@clientcompany.com,38,Support,Lead,42060,113,7,Yes,3094,5,Active
182,Wvyrkok,wvyrkok182@clientcompany.com,44,HR,Junior,111137,189,5,Yes,6000,4,Active
183,Vjwswar,vjwswar183@clientcompany.com,43,Tech,Lead,79179,122,4,No,0,6,Bench
184,Gatrkxo,gatrkxo184@clientcompany.com,28,Tech,Lead,154859,172,1,Yes,19008,4,Bench
185,Cyxymzv,cyxymzv185@clientcompany.com,45,Support,Senior,148289,160,1,Yes,13480,8,Bench
186,Qfqtirn,qfqtirn186@clientcompany.com,38,Tech,Senior,51480,166,5,No,0,8,Bench
187,Hfvtizf,hfvtizf187@clientcompany.com,47,Sales,Senior,69271,186,1,No,0,4,Active
188,Yleokko,yleokko188@clientcompany.com,26,Support,Lead,87151,141,1,No,0,9,Bench
189,Axxttxd,axxttxd189@clientcompany.com,26,Sales,Mid,139067,140,0,Yes,19128,8,Bench
190,Fthnkrc,fthnkrc190@clientcompany.com,46,Sales,Lead,34735,174,0,Yes,5882,8,Bench
191,Lesxekb,lesxekb191@clientcompany.com,24,Tech,Lead,113017,154,2,Yes,7929,6,Active
192,Erwtbri,erwtbri192@clientcompany.com,42,Finance,Lead,99846,152,4,No,0,3,Bench
193,Xrsotsb,xrsotsb193@clientcompany.com,44,Support,Lead,149650,137,1,Yes,7635,6,Bench
194,Szzltgo,szzltgo194@clientcompany.com,25,Tech,Mid,105870,163,5,No,0,5,Bench
195,Giomwxm,giomwxm195@clientcompany.com,27,Support,Junior,133081,127,5,Yes,12293,3,Bench
196,Aounwqm,aounwqm196@clientcompany.com,40,HR,Junior,137087,142,0,No,0,8,Active
197,Vpguclr,vpguclr197@clientcompany.com,34,Sales,Lead,100759,151,7,No,0,2,Bench
198,Lreusan,lreusan198@clientcompany.com,27,Sales,Mid,61288,193,2,No,0,3,Active
199,Cpzsqdq,cpzsqdq199@clientcompany.com,26,Sales,Junior,111292,132,0,Yes,10597,5,Active
200,Xkfotme,xkfotme200@clientcompany.com,33,Finance,Senior,43619,175,7,Yes,2101,10,Bench
201,Lkclyao,lkclyao201@clientcompany.com,32,Sales,Lead,53652,154,6,Yes,5807,1,Active
202,Oibpexk,oibpexk202@clientcompany.com,31,Finance,Mid,65884,155,3,No,0,8,Bench
203,Hfuhree,hfuhree203@clientcompany.com,33,Support,Lead,75079,127,1,No,0,4,Active
204,Clqzdit,clqzdit204@clientcompany.com,37,Sales,Junior,50935,161,0,Yes,14493,2,Bench
205,Wehptap,wehptap205@clientcompany.com,34,HR,Lead,42551,135,0,Yes,12300,6,Bench
206,Vavwuyo,vavwuyo206@clientcompany.com,46,Sales,Mid,31873,110,2,No,0,1,Active
207,Nvrjudm,nvrjudm207@clientcompany.com,38,Finance,Lead,107475,199,6,Yes,10456,3,Bench
208,Fwxgfab,fwxgfab208@clientcompany.com,47,Sales,Mid,89426,191,2,Yes,15803,9,Bench
209,Rifqfcc,rifqfcc209@clientcompany.com,45,Sales,Mid,143781,173,6,No,0,10,Bench
210,Etibwah,etibwah210@clientcompany.com,42,HR,Lead,153239,174,5,Yes,14702,5,Active
211,Nyofhyf,nyofhyf211@clientcompany.com,22,Tech,Junior,134227,165,5,Yes,11939,3,Bench
212,Smjqbpf,smjqbpf212@clientcompany.com,22,HR,Mid,56880,175,5,Yes,9061,8,Active
213,Pwwpnsz,pwwpnsz213@clientcompany.com,25,Finance,Junior,73233,158,5,No,0,7,Bench
214,Ssmlpoi,ssmlpoi214@clientcompany.com,37,Finance,Junior,35812,177,4,Yes,19801,9,Active
215,Mhtwxrx,mhtwxrx215@clientcompany.com,23,Sales,Senior,158408,140,1,No,0,6,Bench
216,Afrjbok,afrjbok216@clientcompany.com,26,Support,Junior,40876,141,1,No,0,7,Bench
217,Vojmhag,vojmhag217@clientcompany.com,38,Finance,Senior,41920,112,7,No,0,8,Bench
218,Ejpbbcb,ejpbbcb218@clientcompany.com,37,HR,Lead,85089,172,2,No,0,7,Bench
219,Hnttfqd,hnttfqd219@clientcompany.com,29,HR,Lead,63821,157,7,No,0,2,Bench
220,Vwqisqg,vwqisqg220@clientcompany.com,29,HR,Lead,98013,121,2,Yes,14247,2,Active
221,Dshevmv,dshevmv221@clientcompany.com,26,Sales,Junior,32880,162,4,No,0,6,Bench
222,Fzmdgqj,fzmdgqj222@clientcompany.com,21,Tech,Mid,99519,155,0,No,0,5,Bench
223,Zzvftzy,zzvftzy223@clientcompany.com,38,Sales,Lead,156720,177,6,Yes,10942,6,Active
224,Gqdabiu,gqdabiu224@clientcompany.com,36,HR,Mid,158322,143,6,Yes,19323,10,Bench
225,Zasgasr,zasgasr225@clientcompany.com,31,Finance,Junior,95750,198,5,Yes,6208,10,Active
226,Heomwji,heomwji226@clientcompany.com,30,Sales,Mid,75336,138,3,Yes,18423,3,Bench
227,Ukkmhcw,ukkmhcw227@clientcompany.com,35,Sales,Senior,89967,181,1,No,0,2,Bench
228,Bpnewfl,bpnewfl228@clientcompany.com,27,Support,Mid,107711,159,6,No,0,4,Bench
229,Jxuwmvz,jxuwmvz229@clientcompany.com,38,Tech,Mid,80445,150,0,No,0,4,Active
230,Thsepiq,thsepiq230@clientcompany.com,25,Support,Junior,58274,185,7,No,0,2,Bench
231,Izpbfem,izpbfem231@clientcompany.com,32,Support,Mid,110628,197,7,Yes,18580,3,Active
232,Mmpgsnf,mmpgsnf232@clientcompany.com,37,Support,Senior,32449,124,3,No,0,9,Bench
233,Iclqkas,iclqkas233@clientcompany.com,41,Tech,Senior,133641,165,0,No,0,4,Active
234,Dahrlmt,dahrlmt234@clientcompany.com,21,Support,Lead,33175,118,4,No,0,10,Bench
235,Rebilpg,rebilpg235@clientcompany.com,39,Finance,Mid,84123,200,6,No,0,1,Active
236,Rzexkck,rzexkck236@clientcompany.com,45,Finance,Mid,39359,127,1,Yes,5009,3,Bench
237,Wnxojfl,wnxojfl237@clientcompany.com,21,Support,Mid,144835,116,1,Yes,7481,7,Active
238,Seokdam,seokdam238@clientcompany.com,25,Finance,Mid,107548,155,7,Yes,7318,5,Bench
239,Ppgeqfe,ppgeqfe239@clientcompany.com,22,Tech,Mid,33341,146,6,No,0,7,Bench
240,Zrwroop,zrwroop240@clientcompany.com,32,Tech,Junior,131714,114,0,Yes,2839,7,Bench
241,Artvxhu,artvxhu241@clientcompany.com,47,Sales,Junior,145701,198,0,Yes,3267,9,Bench
242,Ferepdv,ferepdv242@clientcompany.com,34,Tech,Lead,43205,194,7,Yes,15947,1,Active
243,Otfvjkh,otfvjkh243@clientcompany.com,40,Finance,Lead,36916,172,4,Yes,13446,7,Active
244,Grxrpda,grxrpda244@clientcompany.com,45,Finance,Junior,88265,174,7,No,0,10,Active
245,Moudulo,moudulo245@clientcompany.com,26,Support,Junior,64378,178,6,No,0,4,Bench
246,Elscciz,elscciz246@clientcompany.com,47,Tech,Senior,153932,162,0,No,0,8,Active
247,Vprnfsl,vprnfsl247@clientcompany.com,21,HR,Junior,136429,132,4,No,0,8,Bench
248,Tkujrhm,tkujrhm248@clientcompany.com,24,Finance,Senior,41703,160,5,Yes,8081,6,Bench
249,Emlties,emlties249@clientcompany.com,34,Finance,Mid,139510,194,6,No,0,5,Bench
250,Arzgprf,arzgprf250@clientcompany.com,21,Sales,Senior,149136,167,0,No,0,8,Active
251,Xedrbsd,xedrbsd251@clientcompany.com,42,Finance,Mid,99340,128,5,No,0,10,Bench
252,Ebvmchg,ebvmchg252@clientcompany.com,28,HR,Lead,50813,123,3,No,0,4,Active
253,Xmytoei,xmytoei253@clientcompany.com,48,Tech,Lead,95862,151,6,No,0,7,Active
254,Rupiius,rupiius254@clientcompany.com,22,Tech,Junior,56871,196,5,No,0,5,Active
255,Qsaufcr,qsaufcr255@clientcompany.com,30,Support,Junior,149249,154,0,No,0,2,Bench
256,Qwtfian,qwtfian256@clientcompany.com,46,Finance,Senior,34410,134,6,Yes,9570,8,Active
257,Fsczczx,fsczczx257@clientcompany.com,44,Sales,Junior,71625,111,3,No,0,5,Bench
258,Nmismxz,nmismxz258@clientcompany.com,23,Finance,Mid,129364,176,5,Yes,11957,8,Active
259,Yizfrsi,yizfrsi259@clientcompany.com,45,Support,Mid,80198,199,4,Yes,12104,3,Active
260,Vedjlur,vedjlur260@clientcompany.com,36,Sales,Lead,80967,123,4,Yes,16690,1,Bench
261,Aacutgm,aacutgm261@clientcompany.com,34,Sales,Lead,138553,115,0,Yes,19847,4,Active
262,Tzzsdpv,tzzsdpv262@clientcompany.com,24,Finance,Lead,96204,133,0,Yes,2520,4,Active
